company,companySlug,category,jobTitle,normalizedJobTitle,medianSalary,medianSalaryText,salaryPeriod,reportedSalaryCount,url,matchedInput
Lockheed Martin,Lockheed-Martin,Installation & Maintenance,Electrician,electrician,39.13,$39.13,HOURLY,7,https://www.indeed.com/cmp/Lockheed-Martin/salaries/Electrician,Lockheed Martin
Lockheed Martin,Lockheed-Martin,Installation & Maintenance,Maintenance Mechanic,maintenance mechanic,37.38,$37.38,HOURLY,9,https://www.indeed.com/cmp/Lockheed-Martin/salaries/Maintenance-Mechanic,Lockheed Martin
Lockheed Martin,Lockheed-Martin,Installation & Maintenance,Avionics Technician,avionics technician,29.54,$29.54,HOURLY,7,https://www.indeed.com/cmp/Lockheed-Martin/salaries/Avionics-Technician,Lockheed Martin
Lockheed Martin,Lockheed-Martin,Installation & Maintenance,Test Technician,test technician,20.98,$20.98,HOURLY,3,,Lockheed Martin
Lockheed Martin,Lockheed-Martin,Installation & Maintenance,Instrument Technician,instrument technician,54242,"$54,242",YEARLY,10,https://www.indeed.com/cmp/Lockheed-Martin/salaries/Instrument-Technician,Lockheed Martin
Lockheed Martin,Lockheed-Martin,Installation & Maintenance,Inspector,inspector,38.36,$38.36,HOURLY,6,https://www.indeed.com/cmp/Lockheed-Martin/salaries/Inspector,Lockheed Martin
Lockheed Martin,Lockheed-Martin,Installation & Maintenance,Senior Maintenance Mechanic,senior maintenance mechanic,38.93,$38.93,HOURLY,9,https://www.indeed.com/cmp/Lockheed-Martin/salaries/Senior-Maintenance-Mechanic,Lockheed Martin
General Motors (GM),General-Motors,Mathematics,Business Analyst,business analyst,94355,"$94,355",YEARLY,16,https://www.indeed.com/cmp/General-Motors-(gm)-1/salaries/Business-Analyst,General Motors
General Motors (GM),General-Motors,Mathematics,Analyst,analyst,91418,"$91,418",YEARLY,18,https://www.indeed.com/cmp/General-Motors-(gm)-1/salaries/Analyst,General Motors
General Motors (GM),General-Motors,Mathematics,Data Scientist,data scientist,103843,"$103,843",YEARLY,8,https://www.indeed.com/cmp/General-Motors-(gm)-1/salaries/Data-Scientist,General Motors
General Motors (GM),General-Motors,Mathematics,Business Intelligence Developer,business intelligence developer,120217,"$120,217",YEARLY,40,https://www.indeed.com/cmp/General-Motors-(gm)-1/salaries/Business-Intelligence-Developer,General Motors
General Motors (GM),General-Motors,Mathematics,Senior Analyst,senior analyst,107692,"$107,692",YEARLY,20,https://www.indeed.com/cmp/General-Motors-(gm)-1/salaries/Senior-Analyst,General Motors
General Motors (GM),General-Motors,Mathematics,Data Analyst,data analyst,106662,"$106,662",YEARLY,10,https://www.indeed.com/cmp/General-Motors-(gm)-1/salaries/Data-Analyst,General Motors
General Motors (GM),General-Motors,Mathematics,Reporting Analyst,reporting analyst,100891,"$100,891",YEARLY,29,https://www.indeed.com/cmp/General-Motors-(gm)-1/salaries/Reporting-Analyst,General Motors
General Motors (GM),General-Motors,Mathematics,Senior Data Scientist,senior data scientist,160384,"$160,384",YEARLY,14,https://www.indeed.com/cmp/General-Motors-(gm)-1/salaries/Senior-Data-Scientist,General Motors
General Motors (GM),General-Motors,Mathematics,Lead Data Scientist,lead data scientist,198469,"$198,469",YEARLY,20,https://www.indeed.com/cmp/General-Motors-(gm)-1/salaries/Lead-Data-Scientist,General Motors
General Motors (GM),General-Motors,Mathematics,Senior Reporting Analyst,senior reporting analyst,131743,"$131,743",YEARLY,15,https://www.indeed.com/cmp/General-Motors-(gm)-1/salaries/Senior-Reporting-Analyst,General Motors
Ford Motor Company,Ford-Motor-Company,Management,Manager,manager,147025,"$147,025",YEARLY,7,https://www.indeed.com/cmp/Ford-Motor-Company/salaries/Manager,Ford Motor Company
Ford Motor Company,Ford-Motor-Company,Management,Supervisor,supervisor,144506,"$144,506",YEARLY,9,https://www.indeed.com/cmp/Ford-Motor-Company/salaries/Supervisor,Ford Motor Company
Ford Motor Company,Ford-Motor-Company,Management,Zone Manager,zone manager,80463,"$80,463",YEARLY,6,https://www.indeed.com/cmp/Ford-Motor-Company/salaries/Zone-Manager,Ford Motor Company
Ford Motor Company,Ford-Motor-Company,Management,Director,director,213667,"$213,667",YEARLY,11,https://www.indeed.com/cmp/Ford-Motor-Company/salaries/Director,Ford Motor Company
Ford Motor Company,Ford-Motor-Company,Management,Manufacturing Specialist,manufacturing specialist,75982,"$75,982",YEARLY,5,,Ford Motor Company
Ford Motor Company,Ford-Motor-Company,Management,Shift Leader,shift leader,133203,"$133,203",YEARLY,10,https://www.indeed.com/cmp/Ford-Motor-Company/salaries/Shift-Leader,Ford Motor Company
Ford Motor Company,Ford-Motor-Company,Management,Safety Engineer,safety engineer,104575,"$104,575",YEARLY,8,https://www.indeed.com/cmp/Ford-Motor-Company/salaries/Safety-Engineer,Ford Motor Company
Ford Motor Company,Ford-Motor-Company,Management,Purchasing Manager,purchasing manager,142652,"$142,652",YEARLY,13,https://www.indeed.com/cmp/Ford-Motor-Company/salaries/Purchasing-Manager,Ford Motor Company
Ford Motor Company,Ford-Motor-Company,Management,Team Leader,team leader,111032,"$111,032",YEARLY,5,,Ford Motor Company
Ford Motor Company,Ford-Motor-Company,Management,Senior Manager,senior manager,182081,"$182,081",YEARLY,5,,Ford Motor Company
NIKE,Nike,Retail,Retail Sales Associate,retail sales associate,102766,"$102,766",YEARLY,15,https://www.indeed.com/cmp/Nike/salaries/Retail-Sales-Associate,Nike
NIKE,Nike,Retail,Merchant,merchant,128076,"$128,076",YEARLY,8,https://www.indeed.com/cmp/Nike/salaries/Merchant,Nike
NIKE,Nike,Retail,Merchandise Manager,merchandise manager,98507,"$98,507",YEARLY,9,https://www.indeed.com/cmp/Nike/salaries/Merchandise-Manager,Nike
NIKE,Nike,Retail,Apparel Associate,apparel associate,166216,"$166,216",YEARLY,5,,Nike
NIKE,Nike,Retail,Merchandising Director,merchandising director,204603,"$204,603",YEARLY,6,https://www.indeed.com/cmp/Nike/salaries/Merchandising-Director,Nike
NIKE,Nike,Retail,Merchandiser,merchandiser,114208,"$114,208",YEARLY,6,https://www.indeed.com/cmp/Nike/salaries/Merchandiser,Nike
NIKE,Nike,Retail,Seasonal Associate,seasonal associate,15.88,$15.88,HOURLY,5,,Nike
NIKE,Nike,Retail,Senior Retail Sales Associate,senior retail sales associate,117531,"$117,531",YEARLY,1,,Nike
NIKE,Nike,Retail,Merchandising Specialist,merchandising specialist,69310,"$69,310",YEARLY,4,,Nike
NIKE,Nike,Retail,Associate Merchant,associate merchant,69152,"$69,152",YEARLY,4,,Nike
PepsiCo,PepsiCo,Sales,Sales Representative,sales representative,66990,"$66,990",YEARLY,17,https://www.indeed.com/cmp/PepsiCo/salaries/Sales-Representative,PepsiCo
PepsiCo,PepsiCo,Sales,Sales Associate,sales associate,55187,"$55,187",YEARLY,11,https://www.indeed.com/cmp/PepsiCo/salaries/Sales-Associate,PepsiCo
PepsiCo,PepsiCo,Sales,Key Account Manager,key account manager,82192,"$82,192",YEARLY,5,,PepsiCo
PepsiCo,PepsiCo,Sales,Sales Intern,sales intern,23.67,$23.67,HOURLY,15,https://www.indeed.com/cmp/PepsiCo/salaries/Sales-Intern,PepsiCo
PepsiCo,PepsiCo,Sales,Account Manager,account manager,78068,"$78,068",YEARLY,8,https://www.indeed.com/cmp/PepsiCo/salaries/Account-Manager,PepsiCo
PepsiCo,PepsiCo,Sales,Sales Manager,sales manager,75817,"$75,817",YEARLY,10,https://www.indeed.com/cmp/PepsiCo/salaries/Sales-Manager,PepsiCo
PepsiCo,PepsiCo,Sales,Parts Manager,parts manager,64050,"$64,050",YEARLY,5,,PepsiCo
PepsiCo,PepsiCo,Sales,District Sales Manager,district sales manager,71251,"$71,251",YEARLY,6,https://www.indeed.com/cmp/PepsiCo/salaries/District-Sales-Manager,PepsiCo
PepsiCo,PepsiCo,Sales,Account Specialist,account specialist,70545,"$70,545",YEARLY,9,https://www.indeed.com/cmp/PepsiCo/salaries/Account-Specialist,PepsiCo
PepsiCo,PepsiCo,Sales,Sales Coordinator,sales coordinator,44475,"$44,475",YEARLY,4,,PepsiCo
UnitedHealth Group,UnitedHealth-Group,Customer Service,Customer Service Representative,customer service representative,18.46,$18.46,HOURLY,7,https://www.indeed.com/cmp/UnitedHealth-Group/salaries/Customer-Service-Representative,UnitedHealth Group
UnitedHealth Group,UnitedHealth-Group,Customer Service,Bilingual Customer Service Associate,bilingual customer service associate,23.53,$23.53,HOURLY,17,https://www.indeed.com/cmp/UnitedHealth-Group/salaries/Bilingual-Customer-Service-Associate,UnitedHealth Group
UnitedHealth Group,UnitedHealth-Group,Customer Service,Healthcare Customer Service Representative,healthcare customer service representative,22.67,$22.67,HOURLY,5,,UnitedHealth Group
UnitedHealth Group,UnitedHealth-Group,Customer Service,Customer Advocate,customer advocate,18.98,$18.98,HOURLY,6,https://www.indeed.com/cmp/UnitedHealth-Group/salaries/Customer-Advocate,UnitedHealth Group
UnitedHealth Group,UnitedHealth-Group,Customer Service,Support Specialist,support specialist,24.04,$24.04,HOURLY,7,https://www.indeed.com/cmp/UnitedHealth-Group/salaries/Support-Specialist,UnitedHealth Group
UnitedHealth Group,UnitedHealth-Group,Customer Service,Senior Customer Service Representative,senior customer service representative,22.18,$22.18,HOURLY,4,,UnitedHealth Group
UnitedHealth Group,UnitedHealth-Group,Customer Service,Customer Support Representative,customer support representative,23.21,$23.21,HOURLY,3,,UnitedHealth Group
UnitedHealth Group,UnitedHealth-Group,Customer Service,Enrollment and Eligibility Representative,enrollment and eligibility representative,23.79,$23.79,HOURLY,2,,UnitedHealth Group
UnitedHealth Group,UnitedHealth-Group,Customer Service,Sales Support Representative,sales support representative,23.82,$23.82,HOURLY,1,,UnitedHealth Group
UnitedHealth Group,UnitedHealth-Group,Customer Service,Member Advocate,member advocate,33000,"$33,000",YEARLY,1,,UnitedHealth Group
Humana,Humana,Mathematics,Business Intelligence Developer,business intelligence developer,91602,"$91,602",YEARLY,129,https://www.indeed.com/cmp/Humana/salaries/Business-Intelligence-Developer,Humana
Humana,Humana,Mathematics,Senior Data Scientist,senior data scientist,137376,"$137,376",YEARLY,65,https://www.indeed.com/cmp/Humana/salaries/Senior-Data-Scientist,Humana
Humana,Humana,Mathematics,Business Intelligence Analyst,business intelligence analyst,148568,"$148,568",YEARLY,26,https://www.indeed.com/cmp/Humana/salaries/Business-Intelligence-Analyst,Humana
Humana,Humana,Mathematics,Data Scientist,data scientist,111761,"$111,761",YEARLY,25,https://www.indeed.com/cmp/Humana/salaries/Data-Scientist,Humana
Humana,Humana,Mathematics,Analyst,analyst,69283,"$69,283",YEARLY,7,https://www.indeed.com/cmp/Humana/salaries/Analyst,Humana
Humana,Humana,Mathematics,Lead Data Scientist,lead data scientist,166930,"$166,930",YEARLY,11,https://www.indeed.com/cmp/Humana/salaries/Lead-Data-Scientist,Humana
Humana,Humana,Mathematics,Management Analyst,management analyst,56911,"$56,911",YEARLY,17,https://www.indeed.com/cmp/Humana/salaries/Management-Analyst,Humana
Humana,Humana,Mathematics,Anaplan Model Builder,anaplan model builder,94489,"$94,489",YEARLY,17,https://www.indeed.com/cmp/Humana/salaries/Anaplan-Model-Builder,Humana
Humana,Humana,Mathematics,Senior Reporting Analyst,senior reporting analyst,67595,"$67,595",YEARLY,5,,Humana
Humana,Humana,Mathematics,Senior Analytics Consultant,senior analytics consultant,91961,"$91,961",YEARLY,12,https://www.indeed.com/cmp/Humana/salaries/Senior-Analytics-Consultant,Humana
Kaiser Permanente,Kaiser-Permanente,Medical Technician,Medical Assistant,medical assistant,30.47,$30.47,HOURLY,21,https://www.indeed.com/cmp/Kaiser-Permanente/salaries/Medical-Assistant,Kaiser Permanente
Kaiser Permanente,Kaiser-Permanente,Medical Technician,Radiologist,radiologist,187,$187,HOURLY,16,https://www.indeed.com/cmp/Kaiser-Permanente/salaries/Radiologist,Kaiser Permanente
Kaiser Permanente,Kaiser-Permanente,Medical Technician,Radiologic Technologist,radiologic technologist,46.3,$46.30,HOURLY,7,https://www.indeed.com/cmp/Kaiser-Permanente/salaries/Radiologic-Technologist,Kaiser Permanente
Kaiser Permanente,Kaiser-Permanente,Medical Technician,Sonographer,sonographer,54.42,$54.42,HOURLY,5,,Kaiser Permanente
Kaiser Permanente,Kaiser-Permanente,Medical Technician,CT Technologist,ct technologist,52.5,$52.50,HOURLY,9,https://www.indeed.com/cmp/Kaiser-Permanente/salaries/CT-Technologist,Kaiser Permanente
Kaiser Permanente,Kaiser-Permanente,Medical Technician,Patient Care Technician,patient care technician,35.75,$35.75,HOURLY,12,https://www.indeed.com/cmp/Kaiser-Permanente/salaries/Patient-Care-Technician,Kaiser Permanente
Kaiser Permanente,Kaiser-Permanente,Medical Technician,Surgical Technologist,surgical technologist,48.55,$48.55,HOURLY,12,https://www.indeed.com/cmp/Kaiser-Permanente/salaries/Surgical-Technologist,Kaiser Permanente
Kaiser Permanente,Kaiser-Permanente,Medical Technician,Mammography Technologist,mammography technologist,53.88,$53.88,HOURLY,8,https://www.indeed.com/cmp/Kaiser-Permanente/salaries/Mammography-Technologist,Kaiser Permanente
Kaiser Permanente,Kaiser-Permanente,Medical Technician,Sterile Processing Technician,sterile processing technician,30.7,$30.70,HOURLY,10,https://www.indeed.com/cmp/Kaiser-Permanente/salaries/Sterile-Processing-Technician,Kaiser Permanente
Kaiser Permanente,Kaiser-Permanente,Medical Technician,OB Technician,ob technician,37.1,$37.10,HOURLY,11,https://www.indeed.com/cmp/Kaiser-Permanente/salaries/OB-Technician,Kaiser Permanente
Mayo Clinic,Mayo-Clinic,Community & Social Service,Case Manager,case manager,123651,"$123,651",YEARLY,92,https://www.indeed.com/cmp/Mayo-Clinic/salaries/Case-Manager,Mayo Clinic
Mayo Clinic,Mayo-Clinic,Community & Social Service,Social Worker,social worker,77504,"$77,504",YEARLY,39,https://www.indeed.com/cmp/Mayo-Clinic/salaries/Social-Worker,Mayo Clinic
Mayo Clinic,Mayo-Clinic,Community & Social Service,Senior Program Coordinator,senior program coordinator,80271,"$80,271",YEARLY,11,https://www.indeed.com/cmp/Mayo-Clinic/salaries/Senior-Program-Coordinator,Mayo Clinic
Mayo Clinic,Mayo-Clinic,Community & Social Service,Education Coordinator,education coordinator,61299,"$61,299",YEARLY,5,,Mayo Clinic
Mayo Clinic,Mayo-Clinic,Community & Social Service,Education Specialist,education specialist,101653,"$101,653",YEARLY,9,https://www.indeed.com/cmp/Mayo-Clinic/salaries/Education-Specialist,Mayo Clinic
Mayo Clinic,Mayo-Clinic,Community & Social Service,Chaplain,chaplain,60896,"$60,896",YEARLY,6,https://www.indeed.com/cmp/Mayo-Clinic/salaries/Chaplain,Mayo Clinic
Mayo Clinic,Mayo-Clinic,Community & Social Service,Care Manager,care manager,176537,"$176,537",YEARLY,6,https://www.indeed.com/cmp/Mayo-Clinic/salaries/Care-Manager,Mayo Clinic
Mayo Clinic,Mayo-Clinic,Community & Social Service,Licensed Professional Counselor,licensed professional counselor,70235,"$70,235",YEARLY,1,,Mayo Clinic
Mayo Clinic,Mayo-Clinic,Community & Social Service,Social Work Supervisor,social work supervisor,87719,"$87,719",YEARLY,3,,Mayo Clinic
Mayo Clinic,Mayo-Clinic,Community & Social Service,Program Coordinator,program coordinator,59006,"$59,006",YEARLY,3,,Mayo Clinic
Cleveland Clinic,Cleveland-Clinic,Scientific Research & Development,Postdoctoral Fellow,postdoctoral fellow,61430,"$61,430",YEARLY,13,https://www.indeed.com/cmp/Cleveland-Clinic/salaries/Postdoctoral-Fellow,Cleveland Clinic
Cleveland Clinic,Cleveland-Clinic,Scientific Research & Development,Research Coordinator,research coordinator,58949,"$58,949",YEARLY,12,https://www.indeed.com/cmp/Cleveland-Clinic/salaries/Research-Coordinator,Cleveland Clinic
Cleveland Clinic,Cleveland-Clinic,Scientific Research & Development,Research Associate,research associate,78355,"$78,355",YEARLY,9,https://www.indeed.com/cmp/Cleveland-Clinic/salaries/Research-Associate,Cleveland Clinic
Cleveland Clinic,Cleveland-Clinic,Scientific Research & Development,Clinical Research Coordinator,clinical research coordinator,45892,"$45,892",YEARLY,4,,Cleveland Clinic
Cleveland Clinic,Cleveland-Clinic,Scientific Research & Development,Senior Clinical Research Coordinator,senior clinical research coordinator,60810,"$60,810",YEARLY,15,https://www.indeed.com/cmp/Cleveland-Clinic/salaries/Senior-Clinical-Research-Coordinator,Cleveland Clinic
Cleveland Clinic,Cleveland-Clinic,Scientific Research & Development,Research Assistant,research assistant,37374,"$37,374",YEARLY,6,https://www.indeed.com/cmp/Cleveland-Clinic/salaries/Research-Assistant,Cleveland Clinic
Cleveland Clinic,Cleveland-Clinic,Scientific Research & Development,Research Technician,research technician,39421,"$39,421",YEARLY,3,,Cleveland Clinic
Cleveland Clinic,Cleveland-Clinic,Scientific Research & Development,Senior Research Technician,senior research technician,18.84,$18.84,HOURLY,8,https://www.indeed.com/cmp/Cleveland-Clinic/salaries/Senior-Research-Technician,Cleveland Clinic
Cleveland Clinic,Cleveland-Clinic,Scientific Research & Development,Researcher,researcher,84109,"$84,109",YEARLY,7,https://www.indeed.com/cmp/Cleveland-Clinic/salaries/Researcher,Cleveland Clinic
Cleveland Clinic,Cleveland-Clinic,Scientific Research & Development,Scientist,scientist,57862,"$57,862",YEARLY,6,https://www.indeed.com/cmp/Cleveland-Clinic/salaries/Scientist,Cleveland Clinic
Chipotle Mexican Grill,Chipotle-Mexican-Grill,Retail,Cashier,cashier,14.67,$14.67,HOURLY,57,https://www.indeed.com/cmp/Chipotle-Mexican-Grill/salaries/Cashier,Chipotle Mexican Grill
Chipotle Mexican Grill,Chipotle-Mexican-Grill,Retail,Customer Service Associate / Cashier,customer service associate / cashier,15.24,$15.24,HOURLY,23,https://www.indeed.com/cmp/Chipotle-Mexican-Grill/salaries/Customer-Service-Associate---Cashier,Chipotle Mexican Grill
Chipotle Mexican Grill,Chipotle-Mexican-Grill,Retail,Service Crew,service crew,15.93,$15.93,HOURLY,31,https://www.indeed.com/cmp/Chipotle-Mexican-Grill/salaries/Service-Crew,Chipotle Mexican Grill
Chipotle Mexican Grill,Chipotle-Mexican-Grill,Retail,Opener,opener,13.4,$13.40,HOURLY,15,https://www.indeed.com/cmp/Chipotle-Mexican-Grill/salaries/Opener,Chipotle Mexican Grill
Chipotle Mexican Grill,Chipotle-Mexican-Grill,Retail,Store Manager,store manager,17.65,$17.65,HOURLY,6,https://www.indeed.com/cmp/Chipotle-Mexican-Grill/salaries/Store-Manager,Chipotle Mexican Grill
Chipotle Mexican Grill,Chipotle-Mexican-Grill,Retail,Overnight Closer,overnight closer,15.61,$15.61,HOURLY,6,https://www.indeed.com/cmp/Chipotle-Mexican-Grill/salaries/Overnight-Closer,Chipotle Mexican Grill
Chipotle Mexican Grill,Chipotle-Mexican-Grill,Retail,Front End Associate,front end associate,15.16,$15.16,HOURLY,7,https://www.indeed.com/cmp/Chipotle-Mexican-Grill/salaries/Front-End-Associate,Chipotle Mexican Grill
Chipotle Mexican Grill,Chipotle-Mexican-Grill,Retail,Retail Assistant Manager,retail assistant manager,17.28,$17.28,HOURLY,4,,Chipotle Mexican Grill
Chipotle Mexican Grill,Chipotle-Mexican-Grill,Retail,Retail Sales Associate,retail sales associate,13.01,$13.01,HOURLY,3,,Chipotle Mexican Grill
Chipotle Mexican Grill,Chipotle-Mexican-Grill,Human Resources,Human Resources Manager,human resources manager,17.92,$17.92,HOURLY,6,https://www.indeed.com/cmp/Chipotle-Mexican-Grill/salaries/Human-Resources-Manager,Chipotle Mexican Grill
Subway,Subway,Retail,Store Manager,store manager,17.15,$17.15,HOURLY,76,https://www.indeed.com/cmp/Subway/salaries/Store-Manager,Subway
Subway,Subway,Retail,Assistant Store Manager,assistant store manager,19.86,$19.86,HOURLY,15,https://www.indeed.com/cmp/Subway/salaries/Assistant-Store-Manager,Subway
Subway,Subway,Retail,Customer Service Associate / Cashier,customer service associate / cashier,11.18,$11.18,HOURLY,13,https://www.indeed.com/cmp/Subway/salaries/Customer-Service-Associate---Cashier,Subway
Subway,Subway,Retail,Cashier,cashier,18.11,$18.11,HOURLY,7,https://www.indeed.com/cmp/Subway/salaries/Cashier,Subway
Subway,Subway,Retail,Opener,opener,14.3,$14.30,HOURLY,6,https://www.indeed.com/cmp/Subway/salaries/Opener,Subway
Subway,Subway,Retail,Shop Manager,shop manager,23.28,$23.28,HOURLY,6,https://www.indeed.com/cmp/Subway/salaries/Shop-Manager,Subway
Subway,Subway,Retail,Retail Sales Associate,retail sales associate,15.06,$15.06,HOURLY,8,https://www.indeed.com/cmp/Subway/salaries/Retail-Sales-Associate,Subway
Subway,Subway,Retail,Shop Assistant,shop assistant,15.97,$15.97,HOURLY,6,https://www.indeed.com/cmp/Subway/salaries/Shop-Assistant,Subway
Subway,Subway,Retail,Inventory Specialist,inventory specialist,15.82,$15.82,HOURLY,5,,Subway
Subway,Subway,Customer Service,Member Services Representative,member services representative,12.91,$12.91,HOURLY,13,https://www.indeed.com/cmp/Subway/salaries/Member-Services-Representative,Subway
Burger King,Burger-King,Installation & Maintenance,Equipment Service Technician,equipment service technician,22.82,$22.82,HOURLY,106,https://www.indeed.com/cmp/Burger-King/salaries/Equipment-Service-Technician,Burger King
Burger King,Burger-King,Installation & Maintenance,Maintenance Technician,maintenance technician,28.43,$28.43,HOURLY,17,https://www.indeed.com/cmp/Burger-King/salaries/Maintenance-Technician,Burger King
Burger King,Burger-King,Installation & Maintenance,Repair Technician,repair technician,22.91,$22.91,HOURLY,69,https://www.indeed.com/cmp/Burger-King/salaries/Repair-Technician,Burger King
Burger King,Burger-King,Installation & Maintenance,Maintenance Person,maintenance person,18.37,$18.37,HOURLY,5,,Burger King
Burger King,Burger-King,Installation & Maintenance,Road Manager,road manager,16,$16.00,HOURLY,7,https://www.indeed.com/cmp/Burger-King/salaries/Road-Manager,Burger King
Burger King,Burger-King,Installation & Maintenance,Locator,locator,13.43,$13.43,HOURLY,9,https://www.indeed.com/cmp/Burger-King/salaries/Locator,Burger King
Burger King,Burger-King,Installation & Maintenance,Facilities Maintenance Technician,facilities maintenance technician,22.36,$22.36,HOURLY,21,https://www.indeed.com/cmp/Burger-King/salaries/Facilities-Maintenance-Technician,Burger King
Burger King,Burger-King,Installation & Maintenance,General Maintenance,general maintenance,20.49,$20.49,HOURLY,19,https://www.indeed.com/cmp/Burger-King/salaries/General-Maintenance,Burger King
Burger King,Burger-King,Installation & Maintenance,Field Technician,field technician,74834,"$74,834",YEARLY,7,https://www.indeed.com/cmp/Burger-King/salaries/Field-Technician,Burger King
Burger King,Burger-King,Installation & Maintenance,Facilities Technician,facilities technician,22.48,$22.48,HOURLY,10,https://www.indeed.com/cmp/Burger-King/salaries/Facilities-Technician,Burger King
Wendy's,Wendy's,Installation & Maintenance,Maintenance Technician,maintenance technician,28.76,$28.76,HOURLY,194,https://www.indeed.com/cmp/Wendy's/salaries/Maintenance-Technician,Wendy's
Wendy's,Wendy's,Installation & Maintenance,Refrigeration Technician,refrigeration technician,30.55,$30.55,HOURLY,87,https://www.indeed.com/cmp/Wendy's/salaries/Refrigeration-Technician,Wendy's
Wendy's,Wendy's,Installation & Maintenance,Maintenance Person,maintenance person,13.21,$13.21,HOURLY,22,https://www.indeed.com/cmp/Wendy's/salaries/Maintenance-Person,Wendy's
Wendy's,Wendy's,Installation & Maintenance,Facilities Maintenance Technician,facilities maintenance technician,26.06,$26.06,HOURLY,16,https://www.indeed.com/cmp/Wendy's/salaries/Facilities-Maintenance-Technician,Wendy's
Wendy's,Wendy's,Installation & Maintenance,Locator,locator,11.12,$11.12,HOURLY,10,https://www.indeed.com/cmp/Wendy's/salaries/Locator,Wendy's
Wendy's,Wendy's,Installation & Maintenance,Road Manager,road manager,14.3,$14.30,HOURLY,16,https://www.indeed.com/cmp/Wendy's/salaries/Road-Manager,Wendy's
Wendy's,Wendy's,Installation & Maintenance,Maintenance Manager,maintenance manager,18.33,$18.33,HOURLY,14,https://www.indeed.com/cmp/Wendy's/salaries/Maintenance-Manager,Wendy's
Wendy's,Wendy's,Installation & Maintenance,HVAC Technician,hvac technician,27.8,$27.80,HOURLY,20,https://www.indeed.com/cmp/Wendy's/salaries/HVAC-Technician,Wendy's
Wendy's,Wendy's,Installation & Maintenance,Facilities Technician,facilities technician,34.82,$34.82,HOURLY,6,https://www.indeed.com/cmp/Wendy's/salaries/Facilities-Technician,Wendy's
Wendy's,Wendy's,Installation & Maintenance,Technician,technician,22.76,$22.76,HOURLY,12,https://www.indeed.com/cmp/Wendy's/salaries/Technician,Wendy's
Pizza Hut,Pizza-Hut,Driving,Delivery Driver,delivery driver,14.62,$14.62,HOURLY,1031,https://www.indeed.com/cmp/Pizza-Hut/salaries/Delivery-Driver,Pizza Hut
Pizza Hut,Pizza-Hut,Driving,Driver,driver,11.89,$11.89,HOURLY,170,https://www.indeed.com/cmp/Pizza-Hut/salaries/Driver,Pizza Hut
Pizza Hut,Pizza-Hut,Driving,Team Driver,team driver,11.41,$11.41,HOURLY,6,https://www.indeed.com/cmp/Pizza-Hut/salaries/Team-Driver,Pizza Hut
Pizza Hut,Pizza-Hut,Installation & Maintenance,Senior Facilities Technician,senior facilities technician,26.04,$26.04,HOURLY,22,https://www.indeed.com/cmp/Pizza-Hut/salaries/Senior-Facilities-Technician,Pizza Hut
Pizza Hut,Pizza-Hut,Installation & Maintenance,Refrigeration Technician,refrigeration technician,25.52,$25.52,HOURLY,39,https://www.indeed.com/cmp/Pizza-Hut/salaries/Refrigeration-Technician,Pizza Hut
Pizza Hut,Pizza-Hut,Installation & Maintenance,Maintenance Technician,maintenance technician,26.84,$26.84,HOURLY,7,https://www.indeed.com/cmp/Pizza-Hut/salaries/Maintenance-Technician,Pizza Hut
Pizza Hut,Pizza-Hut,Installation & Maintenance,General Maintenance,general maintenance,17.86,$17.86,HOURLY,11,https://www.indeed.com/cmp/Pizza-Hut/salaries/General-Maintenance,Pizza Hut
Pizza Hut,Pizza-Hut,Installation & Maintenance,Facilities Technician,facilities technician,24.56,$24.56,HOURLY,6,https://www.indeed.com/cmp/Pizza-Hut/salaries/Facilities-Technician,Pizza Hut
Pizza Hut,Pizza-Hut,Installation & Maintenance,Locator,locator,16.05,$16.05,HOURLY,6,https://www.indeed.com/cmp/Pizza-Hut/salaries/Locator,Pizza Hut
Pizza Hut,Pizza-Hut,Installation & Maintenance,Utility Worker,utility worker,10,$10.00,HOURLY,5,,Pizza Hut
Dunkin',Dunkin',Retail,Store Manager,store manager,17.1,$17.10,HOURLY,36,https://www.indeed.com/cmp/Dunkin'-2cfce9bf/salaries/Store-Manager,Dunkin'
Dunkin',Dunkin',Retail,Opener,opener,14.49,$14.49,HOURLY,231,https://www.indeed.com/cmp/Dunkin'-2cfce9bf/salaries/Opener,Dunkin'
Dunkin',Dunkin',Retail,Cashier,cashier,12.99,$12.99,HOURLY,52,https://www.indeed.com/cmp/Dunkin'-2cfce9bf/salaries/Cashier,Dunkin'
Dunkin',Dunkin',Retail,Encargado/a turno/a,encargado turno,15.9,$15.90,HOURLY,264,https://www.indeed.com/cmp/Dunkin'-2cfce9bf/salaries/Encargado-a-turno-a,Dunkin'
Dunkin',Dunkin',Retail,Assistant Store Manager,assistant store manager,16.87,$16.87,HOURLY,120,https://www.indeed.com/cmp/Dunkin'-2cfce9bf/salaries/Assistant-Store-Manager,Dunkin'
Dunkin',Dunkin',Retail,Customer Service Associate / Cashier,customer service associate / cashier,13.66,$13.66,HOURLY,42,https://www.indeed.com/cmp/Dunkin'-2cfce9bf/salaries/Customer-Service-Associate---Cashier,Dunkin'
Dunkin',Dunkin',Retail,Overnight Closer,overnight closer,15.59,$15.59,HOURLY,9,https://www.indeed.com/cmp/Dunkin'-2cfce9bf/salaries/Overnight-Closer,Dunkin'
