company,companySlug,category,jobTitle,normalizedJobTitle,medianSalary,medianSalaryText,salaryPeriod,reportedSalaryCount,url,matchedInput
Dunkin',Dunkin',Retail,Retail Sales Associate,retail sales associate,16.04,$16.04,HOURLY,20,https://www.indeed.com/cmp/Dunkin'-2cfce9bf/salaries/Retail-Sales-Associate,Dunkin'
Dunkin',Dunkin',Retail,Front End Associate,front end associate,15.35,$15.35,HOURLY,7,https://www.indeed.com/cmp/Dunkin'-2cfce9bf/salaries/Front-End-Associate,Dunkin'
Dunkin',Dunkin',Retail,Overnight Associate,overnight associate,16.8,$16.80,HOURLY,6,https://www.indeed.com/cmp/Dunkin'-2cfce9bf/salaries/Overnight-Associate,Dunkin'
Best Buy,Best-Buy,Management,Squad Leader,squad leader,20.21,$20.21,HOURLY,14,https://www.indeed.com/cmp/Best-Buy/salaries/Squad-Leader,Best Buy
Best Buy,Best-Buy,Management,Manager,manager,75097,"$75,097",YEARLY,15,https://www.indeed.com/cmp/Best-Buy/salaries/Manager,Best Buy
Best Buy,Best-Buy,Management,Director,director,160517,"$160,517",YEARLY,14,https://www.indeed.com/cmp/Best-Buy/salaries/Director,Best Buy
Best Buy,Best-Buy,Management,Associate Manager,associate manager,93640,"$93,640",YEARLY,7,https://www.indeed.com/cmp/Best-Buy/salaries/Associate-Manager,Best Buy
Best Buy,Best-Buy,Management,Shift Leader,shift leader,92424,"$92,424",YEARLY,3,,Best Buy
Best Buy,Best-Buy,Management,Senior Manager,senior manager,140191,"$140,191",YEARLY,7,https://www.indeed.com/cmp/Best-Buy/salaries/Senior-Manager,Best Buy
Best Buy,Best-Buy,Management,Senior Consultant,senior consultant,60737,"$60,737",YEARLY,6,https://www.indeed.com/cmp/Best-Buy/salaries/Senior-Consultant,Best Buy
Best Buy,Best-Buy,Management,Consultant,consultant,14.33,$14.33,HOURLY,8,https://www.indeed.com/cmp/Best-Buy/salaries/Consultant,Best Buy
Best Buy,Best-Buy,Management,Associate Director,associate director,164380,"$164,380",YEARLY,6,https://www.indeed.com/cmp/Best-Buy/salaries/Associate-Director,Best Buy
Best Buy,Best-Buy,Management,Supervisor,supervisor,20.02,$20.02,HOURLY,5,,Best Buy
Lowe's Home Improvement,Lowe's,Driving,Truck Driver,truck driver,23.96,$23.96,HOURLY,711,https://www.indeed.com/cmp/Lowe's-Home-Improvement/salaries/Truck-Driver,Lowe's
Lowe's Home Improvement,Lowe's,Driving,Delivery Driver,delivery driver,19.46,$19.46,HOURLY,10,https://www.indeed.com/cmp/Lowe's-Home-Improvement/salaries/Delivery-Driver,Lowe's
Lowe's Home Improvement,Lowe's,Driving,Driver,driver,19.62,$19.62,HOURLY,8,https://www.indeed.com/cmp/Lowe's-Home-Improvement/salaries/Driver,Lowe's
Lowe's Home Improvement,Lowe's,Driving,Local Driver,local driver,22.47,$22.47,HOURLY,6,https://www.indeed.com/cmp/Lowe's-Home-Improvement/salaries/Local-Driver,Lowe's
Lowe's Home Improvement,Lowe's,Driving,Senior Driver,senior driver,24.68,$24.68,HOURLY,3,,Lowe's
Lowe's Home Improvement,Lowe's,Driving,Senior Delivery Driver,senior delivery driver,17.86,$17.86,HOURLY,1,,Lowe's
Lowe's Home Improvement,Lowe's,Driving,Long Haul Driver,long haul driver,19.5,$19.50,HOURLY,1,,Lowe's
Lowe's Home Improvement,Lowe's,Almacén,Fulfillment Associate,fulfillment associate,17.4,$17.40,HOURLY,89,https://www.indeed.com/cmp/Lowe's-Home-Improvement/salaries/Fulfillment-Associate,Lowe's
Lowe's Home Improvement,Lowe's,Almacén,Stocker/Receiver,stocker/receiver,17.22,$17.22,HOURLY,130,https://www.indeed.com/cmp/Lowe's-Home-Improvement/salaries/Stocker-Receiver,Lowe's
Lowe's Home Improvement,Lowe's,Almacén,Warehouse Associate,warehouse associate,17.56,$17.56,HOURLY,21,https://www.indeed.com/cmp/Lowe's-Home-Improvement/salaries/Warehouse-Associate,Lowe's
Macy's,Macy's,Management,Captain,captain,19.67,$19.67,HOURLY,42,https://www.indeed.com/cmp/Macy's/salaries/Captain,Macy's
Macy's,Macy's,Management,Manager,manager,63909,"$63,909",YEARLY,38,https://www.indeed.com/cmp/Macy's/salaries/Manager,Macy's
Macy's,Macy's,Management,Commissioner,commissioner,18.62,$18.62,HOURLY,8,https://www.indeed.com/cmp/Macy's/salaries/Commissioner,Macy's
Macy's,Macy's,Management,Supervisor,supervisor,22.18,$22.18,HOURLY,8,https://www.indeed.com/cmp/Macy's/salaries/Supervisor,Macy's
Macy's,Macy's,Management,Operations Manager,operations manager,86020,"$86,020",YEARLY,26,https://www.indeed.com/cmp/Macy's/salaries/Operations-Manager,Macy's
Macy's,Macy's,Management,Director,director,141629,"$141,629",YEARLY,6,https://www.indeed.com/cmp/Macy's/salaries/Director,Macy's
Macy's,Macy's,Management,Shift Leader,shift leader,20.1,$20.10,HOURLY,8,https://www.indeed.com/cmp/Macy's/salaries/Shift-Leader,Macy's
Macy's,Macy's,Management,Operations Lead,operations lead,24.65,$24.65,HOURLY,12,https://www.indeed.com/cmp/Macy's/salaries/Operations-Lead,Macy's
Macy's,Macy's,Management,Entry Level Manager,entry level manager,17.96,$17.96,HOURLY,6,https://www.indeed.com/cmp/Macy's/salaries/Entry-Level-Manager,Macy's
Macy's,Macy's,Management,Assistant Supervisor,assistant supervisor,22.21,$22.21,HOURLY,5,,Macy's
Nordstrom,Nordstrom,Sales,Counter Manager,counter manager,24.35,$24.35,HOURLY,2634,https://www.indeed.com/cmp/Nordstrom/salaries/Counter-Manager,Nordstrom
Nordstrom,Nordstrom,Sales,Sales Associate,sales associate,16.39,$16.39,HOURLY,34,https://www.indeed.com/cmp/Nordstrom/salaries/Sales-Associate,Nordstrom
Nordstrom,Nordstrom,Sales,Stylist,stylist,20.65,$20.65,HOURLY,429,https://www.indeed.com/cmp/Nordstrom/salaries/Stylist,Nordstrom
Nordstrom,Nordstrom,Sales,Sales Manager,sales manager,22.19,$22.19,HOURLY,260,https://www.indeed.com/cmp/Nordstrom/salaries/Sales-Manager,Nordstrom
Nordstrom,Nordstrom,Sales,Salesperson,salesperson,17.59,$17.59,HOURLY,113,https://www.indeed.com/cmp/Nordstrom/salaries/Salesperson,Nordstrom
Nordstrom,Nordstrom,Sales,Sales,sales,16.79,$16.79,HOURLY,35,https://www.indeed.com/cmp/Nordstrom/salaries/Sales,Nordstrom
Nordstrom,Nordstrom,Sales,Stylist Assistant,stylist assistant,23.8,$23.80,HOURLY,55,https://www.indeed.com/cmp/Nordstrom/salaries/Stylist-Assistant,Nordstrom
Nordstrom,Nordstrom,Sales,Collection Agent,collection agent,14.58,$14.58,HOURLY,12,https://www.indeed.com/cmp/Nordstrom/salaries/Collection-Agent,Nordstrom
Nordstrom,Nordstrom,Sales,Sales Representative,sales representative,16.73,$16.73,HOURLY,6,https://www.indeed.com/cmp/Nordstrom/salaries/Sales-Representative,Nordstrom
Nordstrom,Nordstrom,Sales,Fine Jewelry Sales Associate,fine jewelry sales associate,17.22,$17.22,HOURLY,8,https://www.indeed.com/cmp/Nordstrom/salaries/Fine-Jewelry-Sales-Associate,Nordstrom
Kohl's,Kohl's,Management,Operations Supervisor,operations supervisor,72811,"$72,811",YEARLY,2,,Kohl's
Kohl's,Kohl's,Management,Sourcing Manager,sourcing manager,71928,"$71,928",YEARLY,8,https://www.indeed.com/cmp/Kohl's/salaries/Sourcing-Manager,Kohl's
Kohl's,Kohl's,Management,Manager,manager,103066,"$103,066",YEARLY,6,https://www.indeed.com/cmp/Kohl's/salaries/Manager,Kohl's
Kohl's,Kohl's,Management,Senior Manager,senior manager,129873,"$129,873",YEARLY,8,https://www.indeed.com/cmp/Kohl's/salaries/Senior-Manager,Kohl's
Kohl's,Kohl's,Management,Area Supervisor,area supervisor,20.41,$20.41,HOURLY,7,https://www.indeed.com/cmp/Kohl's/salaries/Area-Supervisor,Kohl's
Kohl's,Kohl's,Management,Product Development Manager,product development manager,55373,"$55,373",YEARLY,5,,Kohl's
Kohl's,Kohl's,Management,Shift Leader,shift leader,82605,"$82,605",YEARLY,4,,Kohl's
Kohl's,Kohl's,Management,Store Planner,store planner,60445,"$60,445",YEARLY,3,,Kohl's
Kohl's,Kohl's,Management,Management Trainee,management trainee,49000,"$49,000",YEARLY,2,,Kohl's
Kohl's,Kohl's,Management,Operations Manager,operations manager,86621,"$86,621",YEARLY,1,,Kohl's
Dollar Tree,Dollar-Tree,Management,Assistant Manager,assistant manager,14.3,$14.30,HOURLY,6,https://www.indeed.com/cmp/Dollar-Tree/salaries/Assistant-Manager,Dollar Tree
Dollar Tree,Dollar-Tree,Management,Department Manager,department manager,59802,"$59,802",YEARLY,6,https://www.indeed.com/cmp/Dollar-Tree/salaries/Department-Manager,Dollar Tree
Dollar Tree,Dollar-Tree,Management,District Manager,district manager,90542,"$90,542",YEARLY,4,,Dollar Tree
Dollar Tree,Dollar-Tree,Management,Freight Manager,freight manager,15.25,$15.25,HOURLY,3,,Dollar Tree
Dollar Tree,Dollar-Tree,Management,Director,director,158211,"$158,211",YEARLY,3,,Dollar Tree
Dollar Tree,Dollar-Tree,Management,Manager,manager,9,$9.00,HOURLY,1,,Dollar Tree
Dollar Tree,Dollar-Tree,Management,Distribution Manager,distribution manager,30.76,$30.76,HOURLY,1,,Dollar Tree
Dollar Tree,Dollar-Tree,Management,Associate Manager,associate manager,13.49,$13.49,HOURLY,1,,Dollar Tree
Dollar Tree,Dollar-Tree,Management,Assistant Operations Manager,assistant operations manager,13.49,$13.49,HOURLY,1,,Dollar Tree
Dollar Tree,Dollar-Tree,Administrative Assistance,Planner,planner,67305,"$67,305",YEARLY,9,https://www.indeed.com/cmp/Dollar-Tree/salaries/Planner,Dollar Tree
7-Eleven,7-Eleven,Management,Assistant Manager,assistant manager,17.44,$17.44,HOURLY,113,https://www.indeed.com/cmp/7--eleven/salaries/Assistant-Manager,7-Eleven
7-Eleven,7-Eleven,Management,Area Manager,area manager,42.69,$42.69,HOURLY,9,https://www.indeed.com/cmp/7--eleven/salaries/Area-Manager,7-Eleven
7-Eleven,7-Eleven,Management,Management Trainee,management trainee,18.34,$18.34,HOURLY,6,https://www.indeed.com/cmp/7--eleven/salaries/Management-Trainee,7-Eleven
7-Eleven,7-Eleven,Management,Shift Leader,shift leader,16.59,$16.59,HOURLY,22,https://www.indeed.com/cmp/7--eleven/salaries/Shift-Leader,7-Eleven
7-Eleven,7-Eleven,Management,Regional Manager,regional manager,95294,"$95,294",YEARLY,10,https://www.indeed.com/cmp/7--eleven/salaries/Regional-Manager,7-Eleven
7-Eleven,7-Eleven,Management,Area Leader,area leader,33.35,$33.35,HOURLY,2,,7-Eleven
7-Eleven,7-Eleven,Management,Category Manager,category manager,75395,"$75,395",YEARLY,11,https://www.indeed.com/cmp/7--eleven/salaries/Category-Manager,7-Eleven
7-Eleven,7-Eleven,Management,Shift Manager,shift manager,15,$15.00,HOURLY,10,https://www.indeed.com/cmp/7--eleven/salaries/Shift-Manager,7-Eleven
7-Eleven,7-Eleven,Management,Multi-unit Manager,multi-unit manager,116435,"$116,435",YEARLY,12,https://www.indeed.com/cmp/7--eleven/salaries/Multi-unit-Manager,7-Eleven
7-Eleven,7-Eleven,Management,Manager,manager,16.79,$16.79,HOURLY,1,,7-Eleven
Wawa,Wawa,Retail,Overnight Associate,overnight associate,17.06,$17.06,HOURLY,106,https://www.indeed.com/cmp/Wawa/salaries/Overnight-Associate,Wawa
Wawa,Wawa,Retail,Inventory Manager,inventory manager,21.12,$21.12,HOURLY,18,https://www.indeed.com/cmp/Wawa/salaries/Inventory-Manager,Wawa
Wawa,Wawa,Retail,Merchandise Manager,merchandise manager,21.17,$21.17,HOURLY,11,https://www.indeed.com/cmp/Wawa/salaries/Merchandise-Manager,Wawa
Wawa,Wawa,Retail,Store Manager,store manager,18.11,$18.11,HOURLY,31,https://www.indeed.com/cmp/Wawa/salaries/Store-Manager,Wawa
Wawa,Wawa,Retail,Cashier,cashier,14.72,$14.72,HOURLY,11,https://www.indeed.com/cmp/Wawa/salaries/Cashier,Wawa
Wawa,Wawa,Retail,Customer Service Associate / Cashier,customer service associate / cashier,15.83,$15.83,HOURLY,17,https://www.indeed.com/cmp/Wawa/salaries/Customer-Service-Associate---Cashier,Wawa
Wawa,Wawa,Retail,Assistant Store Manager,assistant store manager,27.39,$27.39,HOURLY,17,https://www.indeed.com/cmp/Wawa/salaries/Assistant-Store-Manager,Wawa
Wawa,Wawa,Retail,Retail Sales Associate,retail sales associate,15.18,$15.18,HOURLY,4,,Wawa
Wawa,Wawa,Retail,Cashier/Sales,cashier/sales,11.54,$11.54,HOURLY,3,,Wawa
Wawa,Wawa,Food Preparation & Service,Food & Beverage Manager,food & beverage manager,25.7,$25.70,HOURLY,12,https://www.indeed.com/cmp/Wawa/salaries/Food-&-Beverage-Manager,Wawa
Publix,Publix,Pharmacy,Pharmacy Technician,pharmacy technician,18.15,$18.15,HOURLY,166,https://www.indeed.com/cmp/Publix/salaries/Pharmacy-Technician,Publix
Publix,Publix,Pharmacy,Pharmacist,pharmacist,62.69,$62.69,HOURLY,4,,Publix
Publix,Publix,Pharmacy,Certified Pharmacy Technician,certified pharmacy technician,18.61,$18.61,HOURLY,5,,Publix
Publix,Publix,Pharmacy,Pharmacy Intern,pharmacy intern,16.76,$16.76,HOURLY,16,https://www.indeed.com/cmp/Publix/salaries/Pharmacy-Intern,Publix
Publix,Publix,Pharmacy,Pharmacy Manager,pharmacy manager,68.67,$68.67,HOURLY,3,,Publix
Publix,Publix,Installation & Maintenance,Refrigeration Technician,refrigeration technician,33.2,$33.20,HOURLY,9,https://www.indeed.com/cmp/Publix/salaries/Refrigeration-Technician,Publix
Publix,Publix,Installation & Maintenance,Maintenance Technician,maintenance technician,29.48,$29.48,HOURLY,10,https://www.indeed.com/cmp/Publix/salaries/Maintenance-Technician,Publix
Publix,Publix,Installation & Maintenance,Quality Assurance Technician,quality assurance technician,23.49,$23.49,HOURLY,8,https://www.indeed.com/cmp/Publix/salaries/Quality-Assurance-Technician,Publix
Publix,Publix,Installation & Maintenance,Senior Facilities Technician,senior facilities technician,31.77,$31.77,HOURLY,5,,Publix
Publix,Publix,Installation & Maintenance,Senior Equipment Technician,senior equipment technician,31.49,$31.49,HOURLY,6,https://www.indeed.com/cmp/Publix/salaries/Senior-Equipment-Technician,Publix
Whole Foods Market,Whole-Foods-Market,Management,Team Leader,team leader,27.52,$27.52,HOURLY,9,https://www.indeed.com/cmp/Whole-Foods-Market/salaries/Team-Leader,Whole Foods Market
Whole Foods Market,Whole-Foods-Market,Management,Associate Team Leader,associate team leader,24.11,$24.11,HOURLY,9,https://www.indeed.com/cmp/Whole-Foods-Market/salaries/Associate-Team-Leader,Whole Foods Market
Whole Foods Market,Whole-Foods-Market,Management,Supervisor,supervisor,20.51,$20.51,HOURLY,7,https://www.indeed.com/cmp/Whole-Foods-Market/salaries/Supervisor,Whole Foods Market
Whole Foods Market,Whole-Foods-Market,Management,Category Manager,category manager,81439,"$81,439",YEARLY,5,,Whole Foods Market
Whole Foods Market,Whole-Foods-Market,Management,Shift Leader,shift leader,143923,"$143,923",YEARLY,8,https://www.indeed.com/cmp/Whole-Foods-Market/salaries/Shift-Leader,Whole Foods Market
Whole Foods Market,Whole-Foods-Market,Management,Senior Category Manager,senior category manager,111168,"$111,168",YEARLY,4,,Whole Foods Market
Whole Foods Market,Whole-Foods-Market,Management,Engineering Team Leader,engineering team leader,63349,"$63,349",YEARLY,3,,Whole Foods Market
Whole Foods Market,Whole-Foods-Market,Management,Director,director,145515,"$145,515",YEARLY,3,,Whole Foods Market
Whole Foods Market,Whole-Foods-Market,Management,Manager,manager,15000,"$15,000",YEARLY,1,,Whole Foods Market
Whole Foods Market,Whole-Foods-Market,Management,Department Manager,department manager,19,$19.00,HOURLY,1,,Whole Foods Market
Trader Joe's,Trader-Joe's,Administrative Assistance,Operations Assistant,operations assistant,37.42,$37.42,HOURLY,1,,Trader Joe's
Trader Joe's,Trader-Joe's,Administrative Assistance,Client Services Specialist,client services specialist,28.8,$28.80,HOURLY,1,,Trader Joe's
Trader Joe's,Trader-Joe's,Administrative Assistance,Administrator,administrator,71446,"$71,446",YEARLY,1,,Trader Joe's
Trader Joe's,Trader-Joe's,Human Resources,Safety Coordinator,safety coordinator,20.35,$20.35,HOURLY,1,,Trader Joe's
Trader Joe's,Trader-Joe's,Human Resources,Human Resources Generalist,human resources generalist,87180,"$87,180",YEARLY,1,,Trader Joe's
Trader Joe's,Trader-Joe's,Human Resources,HRIS Analyst,hris analyst,27.39,$27.39,HOURLY,1,,Trader Joe's
Trader Joe's,Trader-Joe's,Information Design & Documentation,Senior Systems Analyst,senior systems analyst,142303,"$142,303",YEARLY,1,,Trader Joe's
Trader Joe's,Trader-Joe's,Information Design & Documentation,Business Systems Analyst,business systems analyst,129904,"$129,904",YEARLY,1,,Trader Joe's
Trader Joe's,Trader-Joe's,Accounting,Accounting Clerk,accounting clerk,23.28,$23.28,HOURLY,1,,Trader Joe's
United States Postal Service,United-States-Postal-Service,Installation & Maintenance,Workshop Service Technician,workshop service technician,68761,"$68,761",YEARLY,4,,United States Postal Service
United States Postal Service,United-States-Postal-Service,Installation & Maintenance,Automotive Technician,automotive technician,64935,"$64,935",YEARLY,32,https://www.indeed.com/cmp/United-States-Postal-Service/salaries/Automotive-Technician,United States Postal Service
United States Postal Service,United-States-Postal-Service,Installation & Maintenance,Maintenance Mechanic,maintenance mechanic,62248,"$62,248",YEARLY,7,https://www.indeed.com/cmp/United-States-Postal-Service/salaries/Maintenance-Mechanic,United States Postal Service
United States Postal Service,United-States-Postal-Service,Installation & Maintenance,Electronics Technician,electronics technician,75013,"$75,013",YEARLY,10,https://www.indeed.com/cmp/United-States-Postal-Service/salaries/Electronics-Technician,United States Postal Service
United States Postal Service,United-States-Postal-Service,Installation & Maintenance,Equipment Mechanic,equipment mechanic,71279,"$71,279",YEARLY,5,,United States Postal Service
United States Postal Service,United-States-Postal-Service,Installation & Maintenance,Maintenance Person,maintenance person,74772,"$74,772",YEARLY,1,,United States Postal Service
United States Postal Service,United-States-Postal-Service,Installation & Maintenance,Automotive Mechanic,automotive mechanic,54862,"$54,862",YEARLY,1,,United States Postal Service
United States Postal Service,United-States-Postal-Service,Installation & Maintenance,Technician,technician,66259,"$66,259",YEARLY,3,,United States Postal Service
United States Postal Service,United-States-Postal-Service,Installation & Maintenance,Senior Maintenance Person,senior maintenance person,70277,"$70,277",YEARLY,1,,United States Postal Service
United States Postal Service,United-States-Postal-Service,Administrative Assistance,Postal Clerk,postal clerk,21.75,$21.75,HOURLY,10,https://www.indeed.com/cmp/United-States-Postal-Service/salaries/Postal-Clerk,United States Postal Service
Enterprise Mobility,Enterprise-Rent-A-Car,Accounting,Staff Accountant,staff accountant,48655,"$48,655",YEARLY,74,https://www.indeed.com/cmp/Enterprise-Mobility-2/salaries/Staff-Accountant,Enterprise Rent-A-Car
Enterprise Mobility,Enterprise-Rent-A-Car,Accounting,Accounts Payable Coordinator,accounts payable coordinator,34562,"$34,562",YEARLY,12,https://www.indeed.com/cmp/Enterprise-Mobility-2/salaries/Accounts-Payable-Coordinator,Enterprise Rent-A-Car
Enterprise Mobility,Enterprise-Rent-A-Car,Accounting,Accounting Coordinator,accounting coordinator,41569,"$41,569",YEARLY,5,,Enterprise Rent-A-Car
Enterprise Mobility,Enterprise-Rent-A-Car,Accounting,Accountant,accountant,57139,"$57,139",YEARLY,15,https://www.indeed.com/cmp/Enterprise-Mobility-2/salaries/Accountant,Enterprise Rent-A-Car
Enterprise Mobility,Enterprise-Rent-A-Car,Accounting,Accounting Supervisor,accounting supervisor,68976,"$68,976",YEARLY,16,https://www.indeed.com/cmp/Enterprise-Mobility-2/salaries/Accounting-Supervisor,Enterprise Rent-A-Car
Enterprise Mobility,Enterprise-Rent-A-Car,Accounting,Senior Accountant,senior accountant,54498,"$54,498",YEARLY,13,https://www.indeed.com/cmp/Enterprise-Mobility-2/salaries/Senior-Accountant,Enterprise Rent-A-Car
Enterprise Mobility,Enterprise-Rent-A-Car,Accounting,Accounting Intern,accounting intern,20.63,$20.63,HOURLY,6,https://www.indeed.com/cmp/Enterprise-Mobility-2/salaries/Accounting-Intern,Enterprise Rent-A-Car
Enterprise Mobility,Enterprise-Rent-A-Car,Accounting,Senior Staff Accountant,senior staff accountant,62952,"$62,952",YEARLY,4,,Enterprise Rent-A-Car
Enterprise Mobility,Enterprise-Rent-A-Car,Accounting,Internal Auditor,internal auditor,84793,"$84,793",YEARLY,4,,Enterprise Rent-A-Car
Enterprise Mobility,Enterprise-Rent-A-Car,Accounting,Accounts Payable Clerk,accounts payable clerk,29350,"$29,350",YEARLY,4,,Enterprise Rent-A-Car
Hertz,Hertz,Cleaning & Sanitation,Car Wash Attendant,car wash attendant,15.47,$15.47,HOURLY,41,https://www.indeed.com/cmp/Hertz-1/salaries/Car-Wash-Attendant,Hertz
Hertz,Hertz,Cleaning & Sanitation,Cleaner,cleaner,14.07,$14.07,HOURLY,6,https://www.indeed.com/cmp/Hertz-1/salaries/Cleaner,Hertz
Hertz,Hertz,Cleaning & Sanitation,Automotive Detailer,automotive detailer,15.91,$15.91,HOURLY,25,https://www.indeed.com/cmp/Hertz-1/salaries/Automotive-Detailer,Hertz
Hertz,Hertz,Cleaning & Sanitation,Vehicle Care Representative,vehicle care representative,42883,"$42,883",YEARLY,8,https://www.indeed.com/cmp/Hertz-1/salaries/Vehicle-Care-Representative,Hertz
Hertz,Hertz,Cleaning & Sanitation,Detailer,detailer,12.37,$12.37,HOURLY,2,,Hertz
Hertz,Hertz,Cleaning & Sanitation,Detallador/a automotriz,detallador automotriz,18.25,$18.25,HOURLY,1,,Hertz
Hertz,Hertz,Cleaning & Sanitation,Car Detailing,car detailing,18.04,$18.04,HOURLY,1,,Hertz
Hertz,Hertz,Sales,Sales Consultant,sales consultant,12.7,$12.70,HOURLY,5,,Hertz
Hertz,Hertz,Sales,Sales Manager,sales manager,17,$17.00,HOURLY,1,,Hertz
Hertz,Hertz,Sales,Sales Specialist,sales specialist,16.66,$16.66,HOURLY,5,,Hertz
Uber,Uber,Driving,Driver,driver,20.04,$20.04,HOURLY,35,https://www.indeed.com/cmp/Uber/salaries/Driver,Uber
Uber,Uber,Driving,Driver (Independent Contractor),driver (independent contractor),24.02,$24.02,HOURLY,17,https://www.indeed.com/cmp/Uber/salaries/Driver-(Independent-Contractor),Uber
Uber,Uber,Driving,Delivery Driver,delivery driver,19.5,$19.50,HOURLY,23,https://www.indeed.com/cmp/Uber/salaries/Delivery-Driver,Uber
Uber,Uber,Driving,Independent Contractor,independent contractor,17.68,$17.68,HOURLY,9,https://www.indeed.com/cmp/Uber/salaries/Independent-Contractor,Uber
Uber,Uber,Driving,Truck Driver,truck driver,13.28,$13.28,HOURLY,3,,Uber
Uber,Uber,Driving,Courier,courier,19.31,$19.31,HOURLY,3,,Uber
Uber,Uber,Driving,Transporter,transporter,40000,"$40,000",YEARLY,1,,Uber
Uber,Uber,Driving,Senior Driver,senior driver,254143,"$254,143",YEARLY,1,,Uber
Uber,Uber,Driving,Drivers Helper,drivers helper,50000,"$50,000",YEARLY,1,,Uber
Uber,Uber,Management,Operations Manager,operations manager,108342,"$108,342",YEARLY,9,https://www.indeed.com/cmp/Uber/salaries/Operations-Manager,Uber
Lyft Drivers,Lyft,Human Resources,Recruiter,recruiter,91467,"$91,467",YEARLY,16,https://www.indeed.com/cmp/Lyft-Drivers-4/salaries/Recruiter,Lyft
Lyft Drivers,Lyft,Human Resources,Safety Specialist,safety specialist,48173,"$48,173",YEARLY,11,https://www.indeed.com/cmp/Lyft-Drivers-4/salaries/Safety-Specialist,Lyft
Lyft Drivers,Lyft,Human Resources,Recruiting Coordinator,recruiting coordinator,28.46,$28.46,HOURLY,4,,Lyft
Lyft Drivers,Lyft,Human Resources,Human Resources Business Partner,human resources business partner,177050,"$177,050",YEARLY,3,,Lyft
Lyft Drivers,Lyft,Management,Operations Lead,operations lead,81456,"$81,456",YEARLY,10,https://www.indeed.com/cmp/Lyft-Drivers-4/salaries/Operations-Lead,Lyft
Lyft Drivers,Lyft,Management,Program Leader,program leader,83455,"$83,455",YEARLY,7,https://www.indeed.com/cmp/Lyft-Drivers-4/salaries/Program-Leader,Lyft
Lyft Drivers,Lyft,Management,Vice President,vice president,369439,"$369,439",YEARLY,4,,Lyft
Lyft Drivers,Lyft,Management,Director,director,170593,"$170,593",YEARLY,4,,Lyft
Lyft Drivers,Lyft,Management,Business Development Manager,business development manager,152881,"$152,881",YEARLY,4,,Lyft
Lyft Drivers,Lyft,Management,Operations Manager,operations manager,111204,"$111,204",YEARLY,3,,Lyft
Domino's,Domino's,Customer Service,Customer Service Representative,customer service representative,12.19,$12.19,HOURLY,3216,https://www.indeed.com/cmp/Domino's/salaries/Customer-Service-Representative,Domino's
Domino's,Domino's,Customer Service,Customer Experience Agent,customer experience agent,17.32,$17.32,HOURLY,109,https://www.indeed.com/cmp/Domino's/salaries/Customer-Experience-Agent,Domino's
Domino's,Domino's,Customer Service,Customer Service Manager,customer service manager,11.68,$11.68,HOURLY,65,https://www.indeed.com/cmp/Domino's/salaries/Customer-Service-Manager,Domino's
Domino's,Domino's,Customer Service,Customer Representative,customer representative,17.32,$17.32,HOURLY,50,https://www.indeed.com/cmp/Domino's/salaries/Customer-Representative,Domino's
Domino's,Domino's,Customer Service,Member Services Representative,member services representative,12.07,$12.07,HOURLY,5,,Domino's
Domino's,Domino's,Customer Service,Entry Level Customer Service Representative,entry level customer service representative,11.81,$11.81,HOURLY,5,,Domino's
Domino's,Domino's,Customer Service,Senior Customer Service Representative,senior customer service representative,11.19,$11.19,HOURLY,2,,Domino's
Domino's,Domino's,Customer Service,Counter Person,counter person,15.52,$15.52,HOURLY,2,,Domino's
Domino's,Domino's,Customer Service,Customer Service Team Lead,customer service team lead,64809,"$64,809",YEARLY,1,,Domino's
Domino's,Domino's,Food Preparation & Service,Pizza Cook,pizza cook,13.98,$13.98,HOURLY,939,https://www.indeed.com/cmp/Domino's/salaries/Pizza-Cook,Domino's
DoorDash,DoorDash,Loading and Stocking,Warehouse Associate,warehouse associate,15.49,$15.49,HOURLY,293,https://www.indeed.com/cmp/Doordash/salaries/Warehouse-Associate,DoorDash
DoorDash,DoorDash,Loading and Stocking,Fulfillment Associate,fulfillment associate,111244,"$111,244",YEARLY,10,https://www.indeed.com/cmp/Doordash/salaries/Fulfillment-Associate,DoorDash
DoorDash,DoorDash,Loading and Stocking,Seasonal Warehouse Associate,seasonal warehouse associate,16.48,$16.48,HOURLY,20,https://www.indeed.com/cmp/Doordash/salaries/Seasonal-Warehouse-Associate,DoorDash
DoorDash,DoorDash,Loading and Stocking,Fulfillment Manager,fulfillment manager,90940,"$90,940",YEARLY,15,https://www.indeed.com/cmp/Doordash/salaries/Fulfillment-Manager,DoorDash
DoorDash,DoorDash,Loading and Stocking,Stocker,stocker,22.91,$22.91,HOURLY,4,,DoorDash
DoorDash,DoorDash,Loading and Stocking,Inventory Associate,inventory associate,92708,"$92,708",YEARLY,5,,DoorDash
DoorDash,DoorDash,Loading and Stocking,Warehouse Operations,warehouse operations,32.33,$32.33,HOURLY,1,,DoorDash
DoorDash,DoorDash,Loading and Stocking,Warehouse General Manager,warehouse general manager,89455,"$89,455",YEARLY,2,,DoorDash
DoorDash,DoorDash,Loading and Stocking,Warehouse Operations Manager,warehouse operations manager,181536,"$181,536",YEARLY,1,,DoorDash
DoorDash,DoorDash,Software Development,Software Engineer,software engineer,170152,"$170,152",YEARLY,80,https://www.indeed.com/cmp/Doordash/salaries/Software-Engineer,DoorDash
